scope,task,protocol,degree,metric,median,mean,q25,q75,minimum,maximum
iid,A-k2,A,2,rho_R_error,0.857161761190252,0.8523851482580443,0.8134980992157802,0.8960980954657742,0.7887045604758759,0.9032623879099811
iid,B-k0,B,0,rho_R_error,0.766087525136758,0.7011743221473784,0.698666117056433,0.7941369830265361,0.34890220922220194,0.8462895567024324
iid,B-k1,B,1,rho_R_error,0.6139756527240848,0.6413060612947633,0.5038212442519442,0.74174579278074,0.4459589468108544,0.9224871679487001
iid,B-k2,B,2,rho_R_error,0.8630718172997147,0.8515233539427406,0.8431614248616014,0.8730353133364273,0.7950160547125856,0.8750993282802004
iid,C-k0,C,0,rho_R_error,0.8500693282333255,0.7773833591927488,0.7568580341531785,0.8897675406524074,0.42681183876849815,0.9085617790027797
iid,C-k1,C,1,rho_R_error,0.5067588347794294,0.5120546750854299,0.41569447764762135,0.6729101334533336,0.16724716757369934,0.7779296217650341
iid,C-k2,C,2,rho_R_error,0.431386435760056,0.41441758112122057,0.35323098747029297,0.5055256980870283,-0.11185048726638637,0.87816514557054
iid,D-k0,D,0,rho_R_error,0.8175942774910587,0.7435984001537502,0.7682429992078114,0.8320958138215842,0.3662630957235871,0.8714165178383092
iid,D-k1,D,1,rho_R_error,0.6130865009164077,0.5940665532289895,0.37117621863471667,0.7890812427050667,0.3019504483600756,0.8979902546722729
iid,D-k2,D,2,rho_R_error,0.5730250359766187,0.4622679566686823,0.4455279949656172,0.6314201096407964,-0.2816382838098185,0.8552818363778694
ood,A-k0,A,0,rho_R_error,0.9051675197929997,0.8298529489889829,0.8883209934703022,0.9276037755527744,0.3988271387924044,0.9521675033867242
ood,A-k1,A,1,rho_R_error,0.85729405436571,0.8707833918490498,0.8255199676093244,0.9129848874763868,0.8094337959903064,0.9542013425020979
ood,A-k2,A,2,rho_R_error,0.8064547678980749,0.8276863909162359,0.7983077981371847,0.885990622641598,0.7323791209048764,0.9127349730233953
ood,B-k0,B,0,rho_R_error,0.8799678319809876,0.7977855785712166,0.809514872288863,0.8867874051365706,0.4164024084412632,0.9352842504441414
ood,B-k1,B,1,rho_R_error,0.8278103364224008,0.767604554850867,0.7172402007659388,0.8944210459703844,0.41097164995570307,0.942026901604534
ood,B-k2,B,2,rho_R_error,0.654046689916703,0.6270214836273182,0.605183568646201,0.6976865686508886,0.42211542518035194,0.7307910402985006
ood,C-k0,C,0,rho_R_error,0.9162999746874605,0.8282439269436358,0.8922355073992304,0.9278158208059701,0.36317477839809126,0.957820379406843
ood,C-k1,C,1,rho_R_error,0.7276579338405218,0.6136770487141386,0.5063773888709202,0.7785441129595516,0.14749984765601196,0.8511231970674956
ood,C-k2,C,2,rho_R_error,0.7331860284156695,0.7259810913767053,0.6651242716785496,0.859597354839617,0.41632213487833575,0.929020873470115
ood,D-k0,D,0,rho_R_error,0.9224536053962585,0.8478255161336191,0.8985563825099728,0.9517524363319319,0.4220290344203664,0.9679074967304637
ood,D-k1,D,1,rho_R_error,0.7793020301594222,0.7340800571563394,0.5978642544753977,0.8684903472505427,0.4662763848068513,0.9439951156173683
ood,D-k2,D,2,rho_R_error,0.7598051637580685,0.5945544602413443,0.4290940161625253,0.8476415099867345,-0.052415800649688524,0.9043549755546495
